ENTREZID	SYMBOL	GENENAME	baseMean	log2FC_shrink	lfcSE	pvalue	FDR	log2FC_raw	pvalue_raw	sig_status
54199	Ccrl2	C-C motif chemokine receptor-like 2	38.7052060758075	0.762210220085359	0.203046185561421	0.000162071245681001	0.0217784967914248	1.52909952305371	0.000162071245681001	up
17858	Mx2	MX dynamin-like GTPase 2	147.505379819594	0.702149796732751	0.193369810426186	0.000171234277227449	0.0228147907336437	2.09493972872281	0.000171234277227449	up
19264	Ptprc	protein tyrosine phosphatase receptor type C	30.6244190209186	0.642620732106206	0.183338035406541	0.000180316447728478	0.0238229847998919	2.43184447297188	0.000180316447728478	up
16391	Irf9	interferon regulatory factor 9	655.892424255296	0.675330006285876	0.180998059850814	0.000191777416214127	0.0251260378143209	0.929136657136063	0.000191777416214127	up
327959	Xaf1	XIAP associated factor 1	608.865408349176	0.739169283592222	0.199342301800099	0.000205895717487016	0.0265335448387776	1.24351727400945	0.000205895717487016	up
15051	NA	NA	12.0576727449261	0.742244772522852	0.200332149918506	0.000220075123078456	0.0275830033377009	1.28772106372341	0.000220075123078456	up
21822	Tgtp1	T cell specific GTPase 1	7.55560487631367	0.698689917923908	0.193658910663255	0.000224565858492922	0.0275830033377009	2.11386065800289	0.000224565858492922	up
17096	Lyn	Lyn proto-oncogene, Src family tyrosine kinase	49.5190981765499	0.642374342870863	0.17372078748682	0.00021980339008939	0.0275830033377009	0.846951282233085	0.00021980339008939	up
16985	Lsp1	lymphocyte specific 1	10.7527518159132	0.726066462049696	0.195958443264225	0.00023378659283757	0.0282737908660944	1.15591641953079	0.00023378659283757	up
16818	Lck	lck proto-oncogene, Src family tyrosine kinase	108.885842852923	0.707821963462332	0.193333623360973	0.000247222194927902	0.029224265779372	1.08635782337177	0.000247222194927902	up
16193	Il6	interleukin 6	34.4508009573597	0.729454038990955	0.201695965962433	0.000250248528101873	0.0293612489464004	1.6785841549378	0.000250248528101873	up
26888	Clec4a2	C-type lectin domain family 4, member a2	9.7660637738966	0.615131311448901	0.180016047270671	0.000262668094124634	0.0303652042340257	2.52206100183985	0.000262668094124634	up
15953	Ifi47	interferon gamma inducible protein 47	1023.18328254902	0.589536531691462	0.176301275197173	0.000277469639307787	0.0313840120086117	2.54463599848867	0.000277469639307787	up
57444	Isg20	interferon-stimulated protein	38.2083619964206	0.734235094137752	0.20281954390563	0.0002824238453566	0.0317161978335461	1.41110569505297	0.0002824238453566	up
269799	Clec4a1	C-type lectin domain family 4, member a1	4.96095345795102	0.71869216023339	0.198352473593353	0.000295957145045765	0.0323127655167328	1.91327339422554	0.000295957145045765	up
15894	Icam1	intercellular adhesion molecule 1	64.1937670149939	0.708930428103684	0.19634543672798	0.000302394035386773	0.032344481317669	1.13246855898831	0.000302394035386773	up
12364	Casp12	caspase 12	131.019902344079	0.675795531949193	0.187293735837341	0.000307525884938506	0.032344481317669	0.97574806905611	0.000307525884938506	up
11810	Apobec1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1	60.2873389754551	0.647475756521475	0.179280511183912	0.000306899398857429	0.032344481317669	0.881652543799953	0.000306899398857429	up
